"Cliente_ID","Edad","Genero","Articulo Comprado","Categoria","Monto de compra (USD)","Ciudad","Tamaño","Color","Calificacion_cliente","Suscripcion","Envio","Descuento aplicado","Codigo promocional usado","Compas anteriores","Metodo de pago","Frecuencia de compras"
"541","49","Hombre","Vestido","Ropa","37","Carolina del Sur","M","Lavanda","3.1","Si","Aire al día siguiente","Si","Si","33","Efectivo","Trimestral"
"542","52","Hombre","Chaqueta","Abrigos","27","Connecticut","L","Gris","2.8","Si","Aire al día siguiente","Si","Si","45","Efectivo","Quincenal"
"543","27","Hombre","Botas","Calzado","79","Illinois","XL","Cerceta","4.6","Si","Aire al día siguiente","Si","Si","35","Efectivo","Quincenal"
"544","53","Hombre","Falda","Ropa","98","Alabama","S","Rojo","4.3","Si","Expres","Si","Si","11","Tarjeta de crédito","Mensual"
"545","34","Hombre","Sandalias","Calzado","64","Washington","S","Amarillo","3.3","Si","Estándar","Si","Si","30","Transferencia bancaria","Trimestral"
"546","33","Hombre","Abrigo","Abrigos","32","Alabama","L","Magenta","3.5","Si","Envío en 2 días","Si","Si","48","Tarjeta de débito","Anualmente"
"547","62","Hombre","Sudadera con capucha","Ropa","74","Nuevo México","M","Marrón","3.4","Si","Envío Gratis","Si","Si","45","Venmo","Quincenal"
"548","38","Hombre","Chaqueta","Abrigos","50","Nevada","M","Azul","2.8","Si","Envío Gratis","Si","Si","26","Venmo","Semanal"
"549","36","Hombre","Mochila","Accesorios","64","Nebraska","M","Negro","4.6","Si","Recogida en tienda","Si","Si","41","Tarjeta de débito","Trimestral"
"550","31","Hombre","Mochila","Accesorios","29","Arizona","S","Aceituna","3.6","Si","Expres","Si","Si","37","Venmo","Quincenal"
"551","62","Hombre","Cinturón","Accesorios","62","Georgia","M","Aceituna","3.3","Si","Recogida en tienda","Si","Si","12","PayPal","Semanal"
"552","29","Hombre","Abrigo","Abrigos","78","Idaho","XL","Verde","3.1","Si","Envío en 2 días","Si","Si","27","Efectivo","Quincenal"
"553","24","Hombre","Camiseta","Ropa","94","Misuri","M","Melocotón","3.5","Si","Expres","Si","Si","18","Transferencia bancaria","Semanal"
"554","63","Hombre","Gafas de sol","Accesorios","59","Florida","M","Blanco","3.2","Si","Expres","Si","Si","15","Tarjeta de crédito","Trimestral"
"555","56","Hombre","Zapatos deportivos","Calzado","47","Minnesota","M","Rojo","3","Si","Expres","Si","Si","34","Transferencia bancaria","Semanal"
"556","63","Hombre","Guantes","Accesorios","57","Maine","M","Blanco","4.8","Si","Expres","Si","Si","37","Venmo","Anualmente"
"557","40","Hombre","Abrigo","Abrigos","90","Montana","L","Añil","5","Si","Recogida en tienda","Si","Si","21","Efectivo","Quincenal"
"558","18","Hombre","Camisa","Ropa","60","Alaska","M","Blanco","2.9","Si","Envío Gratis","Si","Si","31","Tarjeta de débito","Semanal"
"559","50","Hombre","Zapatos deportivos","Calzado","77","Iowa","L","Cerceta","3.2","Si","Expres","Si","Si","43","Tarjeta de débito","Trimestral"
"560","66","Hombre","Bufanda","Accesorios","41","Arizona","M","Añil","2.9","Si","Recogida en tienda","Si","Si","22","Transferencia bancaria","Mensual"
"561","25","Hombre","Joyería","Accesorios","48","Luisiana","L","Rojo","3.3","Si","Envío Gratis","Si","Si","12","Tarjeta de débito","Anualmente"
"562","65","Hombre","Chaqueta","Abrigos","65","Alabama","M","Azul","2.6","Si","Aire al día siguiente","Si","Si","25","PayPal","Quincenal"
"563","53","Hombre","Vaqueros","Ropa","62","Misuri","M","Azul","3.5","Si","Estándar","Si","Si","40","Tarjeta de débito","Anualmente"
"564","61","Hombre","Calzado","Calzado","99","Idaho","M","Negro","4.4","Si","Estándar","Si","Si","16","Tarjeta de débito","Trimestral"
"565","67","Hombre","Sudadera con capucha","Ropa","58","Florida","M","Aceituna","3.4","Si","Aire al día siguiente","Si","Si","30","Transferencia bancaria","Semanal"
"566","59","Hombre","Mochila","Accesorios","43","Idaho","L","Lavanda","4.2","Si","Recogida en tienda","Si","Si","10","Venmo","Semanal"
"567","55","Hombre","Zapatos deportivos","Calzado","93","Alabama","M","Añil","3.6","Si","Recogida en tienda","Si","Si","1","Tarjeta de débito","Quincenal"
"568","21","Hombre","Blusa","Ropa","50","Nuevo Hampshire","S","Rojo","3","Si","Aire al día siguiente","Si","Si","24","Venmo","Quincenal"
"569","44","Hombre","Pantalón","Ropa","88","Utah","L","Rojo","4","Si","Envío Gratis","Si","Si","36","PayPal","Mensual"
"570","65","Hombre","Falda","Ropa","33","Alabama","M","Rosado","4.4","Si","Expres","Si","Si","46","Tarjeta de crédito","Trimestral"
"571","65","Hombre","Camiseta","Ropa","99","Iowa","XL","Morado","4.1","Si","Estándar","Si","Si","20","Efectivo","Anualmente"
"572","54","Hombre","Chaqueta","Abrigos","76","Kentucky","XL","Cian","3.6","Si","Envío Gratis","Si","Si","37","Venmo","Semanal"
"573","56","Hombre","Bufanda","Accesorios","97","Carolina del Sur","XL","Cian","4.6","Si","Aire al día siguiente","Si","Si","26","Transferencia bancaria","Anualmente"
"574","58","Hombre","Pantalón","Ropa","68","California","M","Carbón","3.2","Si","Envío en 2 días","Si","Si","23","Tarjeta de crédito","Quincenal"
"575","54","Hombre","Zapatos deportivos","Calzado","79","Maine","L","Rojo","4.8","Si","Envío Gratis","Si","Si","20","Transferencia bancaria","Quincenal"
"576","58","Hombre","Vaqueros","Ropa","86","Nebraska","M","Melocotón","4.8","Si","Expres","Si","Si","38","PayPal","Mensual"
"577","48","Hombre","Tiene","Accesorios","68","Washington","M","Negro","5","Si","Envío en 2 días","Si","Si","5","Tarjeta de crédito","Trimestral"
"578","19","Hombre","Falda","Ropa","52","Alabama","M","Negro","3.7","Si","Recogida en tienda","Si","Si","41","Venmo","Anualmente"
"579","69","Hombre","Sandalias","Calzado","90","Maine","M","Morado","4.6","Si","Aire al día siguiente","Si","Si","22","Tarjeta de crédito","Quincenal"
"580","58","Hombre","Sandalias","Calzado","41","California","M","Violeta","3.7","Si","Envío Gratis","Si","Si","48","Tarjeta de crédito","Anualmente"
"581","49","Hombre","Suéter","Ropa","80","Iowa","M","Naranja","4.1","Si","Envío Gratis","Si","Si","10","PayPal","Semanal"
"582","32","Hombre","Suéter","Ropa","100","Iowa","XL","Carbón","2.7","Si","Recogida en tienda","Si","Si","12","Transferencia bancaria","Trimestral"
"583","40","Hombre","Chaqueta","Abrigos","77","Colorado","L","Turquesa","4.9","Si","Recogida en tienda","Si","Si","2","Transferencia bancaria","Trimestral"
"584","25","Hombre","Shorts","Ropa","78","California","L","Amarillo","4","Si","Recogida en tienda","Si","Si","38","PayPal","Mensual"
"585","70","Hombre","Calcetines","Ropa","94","Indiana","M","Blanco","4.7","Si","Envío Gratis","Si","Si","20","Tarjeta de débito","Mensual"
"586","69","Hombre","Calcetines","Ropa","23","Carolina del Sur","M","Gris","2.8","Si","Aire al día siguiente","Si","Si","5","Efectivo","Trimestral"
"587","45","Hombre","Sudadera con capucha","Ropa","20","Wisconsin","S","Azul","4.9","Si","Envío en 2 días","Si","Si","9","Venmo","Anualmente"
"588","29","Hombre","Calcetines","Ropa","86","Washington","S","Marrón","4.2","Si","Expres","Si","Si","48","Tarjeta de débito","Trimestral"
"589","47","Hombre","Botas","Calzado","60","Dakota del Sur","M","Violeta","3","Si","Estándar","Si","Si","9","Tarjeta de débito","Trimestral"
"590","28","Hombre","Camisa","Ropa","70","Minnesota","M","Naranja","3.4","Si","Envío en 2 días","Si","Si","40","PayPal","Anualmente"
"591","64","Hombre","Cinturón","Accesorios","39","Alaska","S","Turquesa","4.6","Si","Estándar","Si","Si","30","Venmo","Quincenal"
"592","47","Hombre","Mochila","Accesorios","37","Kentucky","L","Aceituna","4.2","Si","Recogida en tienda","Si","Si","6","Tarjeta de débito","Quincenal"
"593","60","Hombre","Botas","Calzado","29","Dakota del Norte","M","Marrón","3.2","Si","Envío Gratis","Si","Si","42","Venmo","Trimestral"
"594","67","Hombre","Abrigo","Abrigos","35","Alaska","S","Verde","4.4","Si","Recogida en tienda","Si","Si","9","PayPal","Trimestral"
"595","35","Hombre","Sudadera con capucha","Ropa","83","Oklahoma","S","Marrón","2.5","Si","Aire al día siguiente","Si","Si","6","Tarjeta de débito","Mensual"
"596","30","Hombre","Calzado","Calzado","77","Delaware","M","Plata","3.6","Si","Aire al día siguiente","Si","Si","47","PayPal","Trimestral"
"597","23","Hombre","Calzado","Calzado","37","Montana","XL","Blanco","4.5","Si","Recogida en tienda","Si","Si","36","Venmo","Anualmente"
"598","70","Hombre","Joyería","Accesorios","69","Alaska","L","Oro","3.4","Si","Estándar","Si","Si","19","Transferencia bancaria","Quincenal"
"599","21","Hombre","Vestido","Ropa","66","California","L","Verde","3.2","Si","Envío en 2 días","Si","Si","30","Efectivo","Trimestral"
"600","51","Hombre","Botas","Calzado","26","Massachusetts","L","Cerceta","4.2","Si","Estándar","Si","Si","27","Tarjeta de débito","Trimestral"
"601","22","Hombre","Tiene","Accesorios","63","Carolina del Sur","M","Carbón","5","Si","Envío en 2 días","Si","Si","25","Venmo","Mensual"
"602","32","Hombre","Mochila","Accesorios","38","Virginia Occidental","M","Marrón","4.7","Si","Recogida en tienda","Si","Si","5","Efectivo","Quincenal"
"603","37","Hombre","Calzado","Calzado","58","Oregón","L","Lavanda","4.2","Si","Aire al día siguiente","Si","Si","10","Efectivo","Trimestral"
"604","31","Hombre","Bolso","Accesorios","46","Massachusetts","L","Verde","3.4","Si","Envío en 2 días","Si","Si","26","PayPal","Trimestral"
"605","44","Hombre","Gafas de sol","Accesorios","92","Virginia Occidental","S","Rosado","4.4","Si","Recogida en tienda","Si","Si","11","Tarjeta de crédito","Trimestral"
"606","40","Hombre","Tiene","Accesorios","32","California","XL","Carbón","4.2","Si","Estándar","Si","Si","17","Transferencia bancaria","Semanal"
"607","27","Hombre","Bufanda","Accesorios","90","Colorado","M","Azul","4.5","Si","Estándar","Si","Si","44","PayPal","Mensual"
"608","47","Hombre","Sudadera con capucha","Ropa","23","Indiana","L","Morado","2.8","Si","Aire al día siguiente","Si","Si","44","Efectivo","Mensual"
"609","41","Hombre","Mochila","Accesorios","25","Delaware","S","Oro","3.3","Si","Aire al día siguiente","Si","Si","21","Venmo","Trimestral"
"610","51","Hombre","Suéter","Ropa","54","Ohio","L","Morado","4.6","Si","Aire al día siguiente","Si","Si","49","Tarjeta de crédito","Quincenal"
"611","53","Hombre","Shorts","Ropa","72","Oklahoma","M","Carbón","2.5","Si","Envío Gratis","Si","Si","27","Transferencia bancaria","Trimestral"
"612","43","Hombre","Bufanda","Accesorios","33","California","M","Negro","4.7","Si","Recogida en tienda","Si","Si","19","Efectivo","Mensual"
"613","67","Hombre","Tiene","Accesorios","43","Nuevo Hampshire","L","Lavanda","4.6","Si","Expres","Si","Si","33","Tarjeta de crédito","Trimestral"
"614","61","Hombre","Abrigo","Abrigos","51","Pensilvania","L","Lavanda","2.6","Si","Estándar","Si","Si","46","Efectivo","Quincenal"
"615","68","Hombre","Joyería","Accesorios","85","Idaho","M","Lavanda","4","Si","Estándar","Si","Si","21","Tarjeta de crédito","Quincenal"
"616","67","Hombre","Sandalias","Calzado","100","Maryland","L","Aceituna","2.6","Si","Aire al día siguiente","Si","Si","23","Venmo","Anualmente"
"617","29","Hombre","Guantes","Accesorios","72","Pensilvania","L","Cerceta","4.6","Si","Envío Gratis","Si","Si","38","Tarjeta de crédito","Trimestral"
"618","50","Hombre","Mochila","Accesorios","57","Colorado","M","Marrón","2.6","Si","Estándar","Si","Si","2","Transferencia bancaria","Trimestral"
"619","61","Hombre","Chaqueta","Abrigos","94","Indiana","L","Cian","4","Si","Expres","Si","Si","21","Tarjeta de débito","Quincenal"
"620","19","Hombre","Mochila","Accesorios","34","Nebraska","M","Carbón","4.6","Si","Recogida en tienda","Si","Si","1","Tarjeta de débito","Trimestral"
"621","33","Hombre","Mochila","Accesorios","89","Rhode Island","M","Negro","3.7","Si","Envío en 2 días","Si","Si","10","Venmo","Trimestral"
"622","51","Hombre","Gafas de sol","Accesorios","27","Kansas","S","Rojo","4.4","Si","Recogida en tienda","Si","Si","45","Tarjeta de crédito","Semanal"
"623","69","Hombre","Calcetines","Ropa","63","Georgia","S","Melocotón","4","Si","Aire al día siguiente","Si","Si","44","Transferencia bancaria","Quincenal"
"624","19","Hombre","Calzado","Calzado","70","Nevada","M","Blanco","4.7","Si","Estándar","Si","Si","48","PayPal","Quincenal"
"625","55","Hombre","Pantalón","Ropa","87","Carolina del Sur","XL","Rosado","3.4","Si","Expres","Si","Si","21","PayPal","Anualmente"
"626","49","Hombre","Joyería","Accesorios","79","Delaware","M","Rojo","4","Si","Aire al día siguiente","Si","Si","1","Venmo","Semanal"
"627","31","Hombre","Gafas de sol","Accesorios","79","Nuevo Hampshire","M","Añil","3.9","Si","Estándar","Si","Si","10","Venmo","Anualmente"
"628","42","Hombre","Sandalias","Calzado","44","Oregón","L","Negro","4.1","Si","Expres","Si","Si","24","PayPal","Mensual"
"629","69","Hombre","Suéter","Ropa","85","Massachusetts","M","Blanco","3.7","Si","Envío en 2 días","Si","Si","29","Tarjeta de crédito","Mensual"
"630","26","Hombre","Calzado","Calzado","90","Vermont","L","Beige","4.7","Si","Estándar","Si","Si","11","Tarjeta de débito","Anualmente"
"631","41","Hombre","Joyería","Accesorios","94","Misisipi","S","Plata","4.3","Si","Envío en 2 días","Si","Si","33","Tarjeta de débito","Anualmente"
"632","55","Hombre","Botas","Calzado","68","Washington","S","Violeta","4.1","Si","Recogida en tienda","Si","Si","27","Efectivo","Quincenal"
"633","35","Hombre","Mochila","Accesorios","51","Wyoming","M","Rojo","3.9","Si","Aire al día siguiente","Si","Si","19","Venmo","Quincenal"
"634","66","Hombre","Sandalias","Calzado","33","Minnesota","M","Naranja","2.9","Si","Expres","Si","Si","50","Tarjeta de débito","Trimestral"
"635","36","Hombre","Zapatos deportivos","Calzado","60","Ohio","M","Cerceta","3.9","Si","Estándar","Si","Si","46","PayPal","Semanal"
"636","27","Hombre","Sudadera con capucha","Ropa","59","Carolina del Sur","M","Marrón","4.3","Si","Envío en 2 días","Si","Si","28","Efectivo","Trimestral"
"637","41","Hombre","Bolso","Accesorios","30","Wisconsin","M","Añil","2.8","Si","Recogida en tienda","Si","Si","14","Transferencia bancaria","Trimestral"
"638","21","Hombre","Suéter","Ropa","20","Tennessee","M","Cian","3.4","Si","Envío en 2 días","Si","Si","46","Efectivo","Quincenal"
"639","53","Hombre","Sandalias","Calzado","20","Maryland","S","Azul","2.7","Si","Expres","Si","Si","41","PayPal","Mensual"
"640","54","Hombre","Vestido","Ropa","24","Misisipi","L","Aceituna","4","Si","Envío en 2 días","Si","Si","50","Tarjeta de crédito","Anualmente"
"641","53","Hombre","Falda","Ropa","88","Minnesota","M","Gris","4.4","Si","Recogida en tienda","Si","Si","28","Tarjeta de débito","Quincenal"
"642","47","Hombre","Blusa","Ropa","78","Alaska","M","Rojo","3.9","Si","Envío en 2 días","Si","Si","23","Tarjeta de crédito","Trimestral"
"643","64","Hombre","Falda","Ropa","25","Arkansas","L","Rojo","2.8","Si","Envío en 2 días","Si","Si","14","Tarjeta de débito","Quincenal"
"644","18","Hombre","Suéter","Ropa","57","Oregón","XL","Verde","3.2","Si","Aire al día siguiente","Si","Si","10","Transferencia bancaria","Trimestral"
"645","68","Hombre","Mochila","Accesorios","93","Luisiana","S","Azul","4.3","Si","Aire al día siguiente","Si","Si","37","Efectivo","Semanal"
"646","62","Hombre","Sudadera con capucha","Ropa","42","Oklahoma","S","Morado","4.2","Si","Expres","Si","Si","15","Venmo","Quincenal"
"647","51","Hombre","Botas","Calzado","54","Indiana","XL","Rosado","4.9","Si","Estándar","Si","Si","19","Venmo","Quincenal"
"648","54","Hombre","Blusa","Ropa","70","Misisipi","XL","Carbón","3.7","Si","Expres","Si","Si","23","Tarjeta de crédito","Quincenal"
"649","22","Hombre","Sudadera con capucha","Ropa","31","Míchigan","M","Marrón","4.1","Si","Recogida en tienda","Si","Si","35","Tarjeta de crédito","Semanal"
"650","53","Hombre","Pantalón","Ropa","93","Delaware","L","Naranja","4.2","Si","Recogida en tienda","Si","Si","33","PayPal","Trimestral"
"651","34","Hombre","Guantes","Accesorios","40","Florida","M","Magenta","3.9","Si","Aire al día siguiente","Si","Si","12","Transferencia bancaria","Anualmente"
"652","32","Hombre","Tiene","Accesorios","32","Arkansas","L","Amarillo","2.9","Si","Aire al día siguiente","Si","Si","41","Venmo","Quincenal"
"653","64","Hombre","Gafas de sol","Accesorios","27","Minnesota","M","Beige","3.1","Si","Envío Gratis","Si","Si","27","Venmo","Semanal"
"654","20","Hombre","Bufanda","Accesorios","68","Dakota del Norte","M","Aceituna","3.6","Si","Envío en 2 días","Si","Si","45","Efectivo","Quincenal"
"655","24","Hombre","Bolso","Accesorios","59","California","L","Gris","4.4","Si","Envío en 2 días","Si","Si","23","Venmo","Anualmente"
"656","20","Hombre","Bolso","Accesorios","36","Misisipi","S","Morado","3.1","Si","Envío Gratis","Si","Si","19","Venmo","Mensual"
"657","42","Hombre","Vaqueros","Ropa","23","Pensilvania","M","Beige","3.9","Si","Estándar","Si","Si","6","PayPal","Trimestral"
"658","48","Hombre","Chaqueta","Abrigos","80","Arizona","M","Blanco","4.3","Si","Envío Gratis","Si","Si","6","PayPal","Trimestral"
"659","62","Hombre","Mochila","Accesorios","37","Luisiana","S","Blanco","4.9","Si","Recogida en tienda","Si","Si","20","Venmo","Semanal"
"660","62","Hombre","Shorts","Ropa","52","Virginia","S","Oro","3.6","Si","Envío en 2 días","Si","Si","8","Efectivo","Semanal"
"661","50","Hombre","Abrigo","Abrigos","79","Montana","M","Aceituna","5","Si","Envío en 2 días","Si","Si","39","Tarjeta de crédito","Trimestral"
"662","57","Hombre","Camisa","Ropa","68","Iowa","XL","Verde","4.1","Si","Recogida en tienda","Si","Si","39","Tarjeta de crédito","Trimestral"
"663","24","Hombre","Guantes","Accesorios","98","Illinois","L","Magenta","2.8","Si","Expres","Si","Si","39","Venmo","Quincenal"
"664","59","Hombre","Vestido","Ropa","83","Alaska","M","Carbón","4.7","Si","Expres","Si","Si","23","Tarjeta de crédito","Mensual"
"665","63","Hombre","Pantalón","Ropa","83","Colorado","M","Añil","4.4","Si","Expres","Si","Si","41","PayPal","Quincenal"
"666","41","Hombre","Pantalón","Ropa","55","Nuevo México","M","Melocotón","4.9","Si","Envío en 2 días","Si","Si","50","Tarjeta de crédito","Anualmente"
"667","35","Hombre","Sudadera con capucha","Ropa","26","Colorado","L","Turquesa","3.1","Si","Envío Gratis","Si","Si","30","Tarjeta de débito","Trimestral"
"668","34","Hombre","Gafas de sol","Accesorios","76","Arizona","S","Azul","2.6","Si","Estándar","Si","Si","32","Transferencia bancaria","Trimestral"
"669","49","Hombre","Camiseta","Ropa","85","Hawai","S","Turquesa","2.9","Si","Expres","Si","Si","35","Transferencia bancaria","Mensual"
"670","43","Hombre","Chaqueta","Abrigos","89","Illinois","M","Gris","3.3","Si","Envío Gratis","Si","Si","45","Venmo","Quincenal"
"671","63","Hombre","Suéter","Ropa","41","Luisiana","XL","Morado","4.8","Si","Aire al día siguiente","Si","Si","37","Efectivo","Quincenal"
"672","38","Hombre","Chaqueta","Abrigos","30","Iowa","L","Negro","4.7","Si","Expres","Si","Si","45","Efectivo","Semanal"
"673","59","Hombre","Calcetines","Ropa","53","Washington","M","Melocotón","3.3","Si","Envío en 2 días","Si","Si","29","Efectivo","Trimestral"
"674","35","Hombre","Camisa","Ropa","66","Oklahoma","M","Añil","4.2","Si","Envío Gratis","Si","Si","27","Venmo","Quincenal"
"675","48","Hombre","Joyería","Accesorios","33","Washington","XL","Beige","4.7","Si","Recogida en tienda","Si","Si","36","Transferencia bancaria","Anualmente"
"676","64","Hombre","Gafas de sol","Accesorios","86","Arkansas","M","Amarillo","2.6","Si","Envío en 2 días","Si","Si","9","Efectivo","Anualmente"
"677","28","Hombre","Pantalón","Ropa","60","Connecticut","M","Melocotón","2.9","Si","Envío en 2 días","Si","Si","38","Venmo","Quincenal"
"678","60","Hombre","Calcetines","Ropa","62","Washington","S","Turquesa","2.7","Si","Expres","Si","Si","41","PayPal","Anualmente"
"679","27","Hombre","Blusa","Ropa","74","Maine","M","Cerceta","3.3","Si","Recogida en tienda","Si","Si","25","Tarjeta de débito","Trimestral"
"680","56","Hombre","Sandalias","Calzado","95","Míchigan","M","Turquesa","3.4","Si","Expres","Si","Si","37","Venmo","Quincenal"
"681","58","Hombre","Zapatos deportivos","Calzado","25","Tennessee","M","Magenta","4.2","Si","Expres","Si","Si","3","PayPal","Anualmente"
"682","30","Hombre","Camisa","Ropa","59","Luisiana","XL","Morado","3.8","Si","Envío en 2 días","Si","Si","24","Tarjeta de crédito","Trimestral"
"683","23","Hombre","Chaqueta","Abrigos","29","Misuri","M","Marrón","4","Si","Estándar","Si","Si","49","Tarjeta de crédito","Quincenal"
"684","33","Hombre","Sandalias","Calzado","36","Míchigan","S","Violeta","2.7","Si","Envío Gratis","Si","Si","3","Transferencia bancaria","Mensual"
"685","63","Hombre","Tiene","Accesorios","82","Alabama","M","Amarillo","4.7","Si","Expres","Si","Si","42","Tarjeta de débito","Mensual"
"686","70","Hombre","Blusa","Ropa","71","Massachusetts","XL","Magenta","3.5","Si","Estándar","Si","Si","32","Efectivo","Quincenal"
"687","70","Hombre","Suéter","Ropa","35","Indiana","L","Beige","3","Si","Envío en 2 días","Si","Si","33","Venmo","Quincenal"
"688","19","Hombre","Guantes","Accesorios","38","Virginia Occidental","XL","Turquesa","3.3","Si","Envío Gratis","Si","Si","46","Transferencia bancaria","Trimestral"
"689","25","Hombre","Bufanda","Accesorios","59","Míchigan","S","Melocotón","4.7","Si","Recogida en tienda","Si","Si","44","Venmo","Mensual"
"690","19","Hombre","Sudadera con capucha","Ropa","91","Pensilvania","M","Naranja","4.7","Si","Expres","Si","Si","35","Tarjeta de crédito","Trimestral"
"691","25","Hombre","Shorts","Ropa","68","Alaska","XL","Rojo","4.8","Si","Estándar","Si","Si","45","Transferencia bancaria","Semanal"
"692","60","Hombre","Mochila","Accesorios","21","Massachusetts","L","Plata","2.9","Si","Estándar","Si","Si","37","PayPal","Quincenal"
"693","35","Hombre","Gafas de sol","Accesorios","95","Dakota del Norte","M","Cian","4","Si","Envío en 2 días","Si","Si","40","Tarjeta de débito","Trimestral"
"694","46","Hombre","Shorts","Ropa","52","Vermont","L","Turquesa","3.1","Si","Envío Gratis","Si","Si","30","Efectivo","Trimestral"
"695","41","Hombre","Vestido","Ropa","21","Kentucky","S","Carbón","3.5","Si","Envío en 2 días","Si","Si","38","Venmo","Trimestral"
"696","30","Hombre","Shorts","Ropa","67","Nevada","XL","Melocotón","3.7","Si","Aire al día siguiente","Si","Si","15","Tarjeta de débito","Trimestral"
"697","44","Hombre","Cinturón","Accesorios","42","Utah","L","Verde","2.8","Si","Estándar","Si","Si","49","Efectivo","Mensual"
"698","61","Hombre","Bufanda","Accesorios","63","Dakota del Norte","XL","Marrón","4.6","Si","Envío Gratis","Si","Si","40","Tarjeta de débito","Trimestral"
"699","55","Hombre","Botas","Calzado","41","Iowa","M","Amarillo","3.8","Si","Estándar","Si","Si","40","Tarjeta de débito","Semanal"
"700","50","Hombre","Bolso","Accesorios","46","Connecticut","M","Carbón","2.6","Si","Envío en 2 días","Si","Si","5","PayPal","Semanal"
"701","57","Hombre","Pantalón","Ropa","79","Wisconsin","L","Aceituna","4.1","Si","Estándar","Si","Si","5","PayPal","Mensual"
"702","51","Hombre","Botas","Calzado","90","Idaho","L","Rojo","3.3","Si","Aire al día siguiente","Si","Si","5","Tarjeta de débito","Trimestral"
"703","18","Hombre","Camisa","Ropa","71","Montana","M","Blanco","3.4","Si","Recogida en tienda","Si","Si","1","Efectivo","Semanal"
"704","63","Hombre","Vestido","Ropa","87","Connecticut","L","Rosado","3","Si","Estándar","Si","Si","21","Venmo","Semanal"
"705","34","Hombre","Sudadera con capucha","Ropa","66","Idaho","S","Negro","3.2","Si","Expres","Si","Si","18","PayPal","Anualmente"
"706","25","Hombre","Pantalón","Ropa","90","Arkansas","XL","Añil","4.5","Si","Envío Gratis","Si","Si","49","Efectivo","Trimestral"
"707","46","Hombre","Vaqueros","Ropa","47","Iowa","L","Turquesa","4.8","Si","Expres","Si","Si","27","Tarjeta de débito","Semanal"
"708","59","Hombre","Camisa","Ropa","38","Luisiana","L","Morado","3.7","Si","Aire al día siguiente","Si","Si","21","Venmo","Anualmente"
"709","37","Hombre","Mochila","Accesorios","50","Kentucky","L","Beige","3.4","Si","Recogida en tienda","Si","Si","19","Efectivo","Quincenal"
"710","49","Hombre","Chaqueta","Abrigos","79","Massachusetts","L","Carbón","4.6","Si","Estándar","Si","Si","23","Tarjeta de débito","Mensual"
"711","22","Hombre","Bufanda","Accesorios","91","Virginia","L","Turquesa","4.1","Si","Estándar","Si","Si","26","PayPal","Quincenal"
"712","64","Hombre","Botas","Calzado","60","Nuevo Hampshire","M","Marrón","3.5","Si","Envío en 2 días","Si","Si","13","Transferencia bancaria","Quincenal"
"713","42","Hombre","Blusa","Ropa","81","Nuevo Hampshire","XL","Negro","3.8","Si","Aire al día siguiente","Si","Si","36","Transferencia bancaria","Trimestral"
"714","37","Hombre","Sudadera con capucha","Ropa","90","Oregón","M","Lavanda","2.6","Si","Expres","Si","Si","39","Transferencia bancaria","Quincenal"
"715","26","Hombre","Chaqueta","Abrigos","70","Dakota del Sur","M","Magenta","4.4","Si","Recogida en tienda","Si","Si","40","Tarjeta de débito","Quincenal"
"716","33","Hombre","Vaqueros","Ropa","63","Delaware","L","Verde","2.6","Si","Expres","Si","Si","37","Tarjeta de débito","Trimestral"
"717","30","Hombre","Joyería","Accesorios","29","Misuri","M","Aceituna","3.6","Si","Expres","Si","Si","9","Venmo","Quincenal"
"718","21","Hombre","Calcetines","Ropa","90","Alaska","L","Verde","4.2","Si","Expres","Si","Si","7","Venmo","Trimestral"
"719","22","Hombre","Camisa","Ropa","22","Florida","M","Melocotón","4.6","Si","Estándar","Si","Si","25","Transferencia bancaria","Anualmente"
"720","63","Hombre","Shorts","Ropa","22","Misisipi","L","Turquesa","3.3","Si","Aire al día siguiente","Si","Si","42","Venmo","Quincenal"
"721","33","Hombre","Joyería","Accesorios","62","Nuevo México","L","Naranja","3.4","Si","Envío Gratis","Si","Si","19","Tarjeta de débito","Semanal"
"722","43","Hombre","Blusa","Ropa","57","California","L","Plata","4.4","Si","Aire al día siguiente","Si","Si","41","Tarjeta de débito","Trimestral"
"723","27","Hombre","Suéter","Ropa","32","Wyoming","S","Azul","4.3","Si","Recogida en tienda","Si","Si","50","Efectivo","Quincenal"
"724","35","Hombre","Joyería","Accesorios","53","Misuri","L","Cian","3.5","Si","Expres","Si","Si","43","PayPal","Mensual"
"725","37","Hombre","Camiseta","Ropa","79","Nuevo Hampshire","XL","Verde","4.7","Si","Recogida en tienda","Si","Si","36","Venmo","Trimestral"
"726","61","Hombre","Tiene","Accesorios","61","Texas","L","Plata","3.1","Si","Estándar","Si","Si","33","Tarjeta de débito","Quincenal"
"727","32","Hombre","Shorts","Ropa","78","Dakota del Norte","L","Amarillo","3.6","Si","Aire al día siguiente","Si","Si","20","Transferencia bancaria","Trimestral"
"728","62","Hombre","Suéter","Ropa","97","Arkansas","S","Gris","4.8","Si","Aire al día siguiente","Si","Si","37","Venmo","Trimestral"
"729","29","Hombre","Vaqueros","Ropa","78","Nebraska","M","Rosado","3.7","Si","Aire al día siguiente","Si","Si","12","PayPal","Trimestral"
"730","41","Hombre","Gafas de sol","Accesorios","56","Minnesota","L","Beige","3.2","Si","Expres","Si","Si","46","PayPal","Trimestral"
